Username,ID,ExperimentName,Session,Trial,Date,TimeDif,Condition Number,Stimuli File,Order File,Condition Description,Condition Notes,Stimuli*Cue,Stimuli*Answer,Stimuli*Value,"Stimuli*AdvShuffle; Target Cue, Answer",Stimuli*AdvShuffle; Target Value,Procedure*Item,Procedure*Trial Type,Procedure*Max Time,Procedure*Min Time,Procedure*Text,Procedure*Settings,Procedure*Shuffle,Response*RT,Response*Response,Response*Accuracy,Response*RTfirst,Response*RTlast,Response*strictAcc,Response*lenientAcc,Response*focus,Response*Focus,Response*Study_Protocol,Grid*grid,Response*JOLItem0,Response*JOLItem1,Response*JOLItem2,Response*JOLItem3,Response*JOLItem4,Response*JOLItem5,Response*JOLItem6,Response*JOLItem7,Response*JOLItem8,Response*JOLItem9,Response*IsCONF,Response*Selectivity_Index,Response*SI_Best,Response*SI_Chance,Response*CorrectCount,Response*PossibleVal,Response*ReceivedVal,Response*Coord,Response*Value,Response*Correct,Response*RespOrder,Response*CorrectCoord,Response*JOL,Grid_Item_Presentation Order,Grid_Item_Coord,Grid_Item_Value,Grid_Item_Correct,Grid_Item_RespOrder,Grid_Item_CorrectCoord,Grid_Item_JOL,Grid_Item_Stim_Cue,Grid_Item_Stim_Answer,Grid_Item_Stim_Value,"Grid_Item_Stim_AdvShuffle; Target Cue, Answer",Grid_Item_Stim_AdvShuffle; Target Value
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,7,2020-04-16T10:12:25-07:00,0.001713991,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/kettle.jpg|Images/microphone.GIF|Images/whistle.png|Images/football.png|Images/key.png|Images/dart.png|Images/trophy.jpg|Images/toy.jpg|Images/penny.png|Images/drum.png,kettle|microphone|whistle|football|key|dart|trophy|toy|penny|drum,3|2|4|7|6|1|10|5|9|8,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid1|Grid1|Grid1|Grid1|Grid1|Grid1|Grid1|Grid1|Grid1|Grid1,2::11,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,103559,,,14351,92038,,,,1,,,4,4,8,5,1,4,2,9,1,2,undefined,-0.125,19,11,2,55,10,"4.1,0.0,3.4,0.2,0.3,3.0,1.4,3.3,1.1,2.1","3,2,4,7,6,1,10,5,9,8","1,0,0,1,0,0,0,0,0,0","5,6,2,1,9,4,8,3,10,7","4.1,2.0,3.3,0.2,2.2,4.0,0.4,3.4,1.3,1.1","4,4,8,5,1,4,2,9,1,2,,,,,,,,,,",8,3.3,5,0,3,3.4,9,Images/toy.jpg,toy,5,allStim,Grid1
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,7,2020-04-16T10:12:25-07:00,0.0017941,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/kettle.jpg|Images/microphone.GIF|Images/whistle.png|Images/football.png|Images/key.png|Images/dart.png|Images/trophy.jpg|Images/toy.jpg|Images/penny.png|Images/drum.png,kettle|microphone|whistle|football|key|dart|trophy|toy|penny|drum,3|2|4|7|6|1|10|5|9|8,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid1|Grid1|Grid1|Grid1|Grid1|Grid1|Grid1|Grid1|Grid1|Grid1,2::11,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,103559,,,14351,92038,,,,1,,,4,4,8,5,1,4,2,9,1,2,undefined,-0.125,19,11,2,55,10,"4.1,0.0,3.4,0.2,0.3,3.0,1.4,3.3,1.1,2.1","3,2,4,7,6,1,10,5,9,8","1,0,0,1,0,0,0,0,0,0","5,6,2,1,9,4,8,3,10,7","4.1,2.0,3.3,0.2,2.2,4.0,0.4,3.4,1.3,1.1","4,4,8,5,1,4,2,9,1,2,,,,,,,,,,",5,0.3,6,0,9,2.2,1,Images/key.png,key,6,allStim,Grid1
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,7,2020-04-16T10:12:25-07:00,0.002038002,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/kettle.jpg|Images/microphone.GIF|Images/whistle.png|Images/football.png|Images/key.png|Images/dart.png|Images/trophy.jpg|Images/toy.jpg|Images/penny.png|Images/drum.png,kettle|microphone|whistle|football|key|dart|trophy|toy|penny|drum,3|2|4|7|6|1|10|5|9|8,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid1|Grid1|Grid1|Grid1|Grid1|Grid1|Grid1|Grid1|Grid1|Grid1,2::11,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,103559,,,14351,92038,,,,1,,,4,4,8,5,1,4,2,9,1,2,undefined,-0.125,19,11,2,55,10,"4.1,0.0,3.4,0.2,0.3,3.0,1.4,3.3,1.1,2.1","3,2,4,7,6,1,10,5,9,8","1,0,0,1,0,0,0,0,0,0","5,6,2,1,9,4,8,3,10,7","4.1,2.0,3.3,0.2,2.2,4.0,0.4,3.4,1.3,1.1","4,4,8,5,1,4,2,9,1,2,,,,,,,,,,",4,0.2,7,1,1,0.2,5,Images/football.png,football,7,allStim,Grid1
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,7,2020-04-16T10:12:25-07:00,0.002119064,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/kettle.jpg|Images/microphone.GIF|Images/whistle.png|Images/football.png|Images/key.png|Images/dart.png|Images/trophy.jpg|Images/toy.jpg|Images/penny.png|Images/drum.png,kettle|microphone|whistle|football|key|dart|trophy|toy|penny|drum,3|2|4|7|6|1|10|5|9|8,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid1|Grid1|Grid1|Grid1|Grid1|Grid1|Grid1|Grid1|Grid1|Grid1,2::11,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,103559,,,14351,92038,,,,1,,,4,4,8,5,1,4,2,9,1,2,undefined,-0.125,19,11,2,55,10,"4.1,0.0,3.4,0.2,0.3,3.0,1.4,3.3,1.1,2.1","3,2,4,7,6,1,10,5,9,8","1,0,0,1,0,0,0,0,0,0","5,6,2,1,9,4,8,3,10,7","4.1,2.0,3.3,0.2,2.2,4.0,0.4,3.4,1.3,1.1","4,4,8,5,1,4,2,9,1,2,,,,,,,,,,",10,2.1,8,0,7,1.1,2,Images/drum.png,drum,8,allStim,Grid1
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,7,2020-04-16T10:12:25-07:00,0.002213001,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/kettle.jpg|Images/microphone.GIF|Images/whistle.png|Images/football.png|Images/key.png|Images/dart.png|Images/trophy.jpg|Images/toy.jpg|Images/penny.png|Images/drum.png,kettle|microphone|whistle|football|key|dart|trophy|toy|penny|drum,3|2|4|7|6|1|10|5|9|8,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid1|Grid1|Grid1|Grid1|Grid1|Grid1|Grid1|Grid1|Grid1|Grid1,2::11,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,103559,,,14351,92038,,,,1,,,4,4,8,5,1,4,2,9,1,2,undefined,-0.125,19,11,2,55,10,"4.1,0.0,3.4,0.2,0.3,3.0,1.4,3.3,1.1,2.1","3,2,4,7,6,1,10,5,9,8","1,0,0,1,0,0,0,0,0,0","5,6,2,1,9,4,8,3,10,7","4.1,2.0,3.3,0.2,2.2,4.0,0.4,3.4,1.3,1.1","4,4,8,5,1,4,2,9,1,2,,,,,,,,,,",9,1.1,9,0,10,1.3,1,Images/penny.png,penny,9,allStim,Grid1
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,7,2020-04-16T10:12:25-07:00,0.002337933,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/kettle.jpg|Images/microphone.GIF|Images/whistle.png|Images/football.png|Images/key.png|Images/dart.png|Images/trophy.jpg|Images/toy.jpg|Images/penny.png|Images/drum.png,kettle|microphone|whistle|football|key|dart|trophy|toy|penny|drum,3|2|4|7|6|1|10|5|9|8,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid1|Grid1|Grid1|Grid1|Grid1|Grid1|Grid1|Grid1|Grid1|Grid1,2::11,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,103559,,,14351,92038,,,,1,,,4,4,8,5,1,4,2,9,1,2,undefined,-0.125,19,11,2,55,10,"4.1,0.0,3.4,0.2,0.3,3.0,1.4,3.3,1.1,2.1","3,2,4,7,6,1,10,5,9,8","1,0,0,1,0,0,0,0,0,0","5,6,2,1,9,4,8,3,10,7","4.1,2.0,3.3,0.2,2.2,4.0,0.4,3.4,1.3,1.1","4,4,8,5,1,4,2,9,1,2,,,,,,,,,,",7,1.4,10,0,8,0.4,2,Images/trophy.jpg,trophy,10,allStim,Grid1
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,8,2020-04-16T10:12:59-07:00,33.82311606,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/hammer.png|Images/shoe.png|Images/ball.png|Images/sailboat.jpg|Images/hat.png|Images/gift.GIF|Images/pen.bmp|Images/magnifying glass.GIF|Images/car.jpg|Images/flag.png,hammer|shoe|ball|sailboat|hat|gift|pen|magnifying glass|car|flag,7|6|4|2|10|8|5|3|9|1,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2,12::21,vdrGridDA,user,,,"""isi"": 0, ""study protocol"": ""simultaneous"", ""tones"": ""off""",off,33508,,,-1,-1,,,,1,simultaneous,"[{""2"":5,""4"":6},{""0"":8,""3"":7},[0,1],{""4"":4,""2"":9},{""1"":3,""3"":2}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,9,2020-04-16T10:15:51-07:00,172.0483229,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/hammer.png|Images/shoe.png|Images/ball.png|Images/sailboat.jpg|Images/hat.png|Images/gift.GIF|Images/pen.bmp|Images/magnifying glass.GIF|Images/car.jpg|Images/flag.png,hammer|shoe|ball|sailboat|hat|gift|pen|magnifying glass|car|flag,7|6|4|2|10|8|5|3|9|1,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2,12::21,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,171505,,,14778,159025,,,,0.998,,,9,9,9,9,10,5,9,1,9,9,undefined,0.25,45,33,6,55,36,"2.3,1.2,3.4,1.4,4.3,3.1,4.0,0.2,0.1,2.0","7,6,4,2,10,8,5,3,9,1","0,1,1,1,1,0,1,0,1,0","7,10,6,8,5,2,3,9,1,4","0.2,1.2,3.4,1.4,4.3,2.0,4.0,3.1,0.1,2.3","9,9,9,9,10,5,9,1,9,9,,,,,,,,,,",10,2,1,0,4,2.3,9,Images/flag.png,flag,1,allStim,Grid2
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,9,2020-04-16T10:15:51-07:00,0.002963066,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/hammer.png|Images/shoe.png|Images/ball.png|Images/sailboat.jpg|Images/hat.png|Images/gift.GIF|Images/pen.bmp|Images/magnifying glass.GIF|Images/car.jpg|Images/flag.png,hammer|shoe|ball|sailboat|hat|gift|pen|magnifying glass|car|flag,7|6|4|2|10|8|5|3|9|1,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2,12::21,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,171505,,,14778,159025,,,,0.998,,,9,9,9,9,10,5,9,1,9,9,undefined,0.25,45,33,6,55,36,"2.3,1.2,3.4,1.4,4.3,3.1,4.0,0.2,0.1,2.0","7,6,4,2,10,8,5,3,9,1","0,1,1,1,1,0,1,0,1,0","7,10,6,8,5,2,3,9,1,4","0.2,1.2,3.4,1.4,4.3,2.0,4.0,3.1,0.1,2.3","9,9,9,9,10,5,9,1,9,9,,,,,,,,,,",4,1.4,2,1,8,1.4,9,Images/sailboat.jpg,sailboat,2,allStim,Grid2
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,9,2020-04-16T10:15:51-07:00,0.002946854,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/hammer.png|Images/shoe.png|Images/ball.png|Images/sailboat.jpg|Images/hat.png|Images/gift.GIF|Images/pen.bmp|Images/magnifying glass.GIF|Images/car.jpg|Images/flag.png,hammer|shoe|ball|sailboat|hat|gift|pen|magnifying glass|car|flag,7|6|4|2|10|8|5|3|9|1,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2,12::21,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,171505,,,14778,159025,,,,0.998,,,9,9,9,9,10,5,9,1,9,9,undefined,0.25,45,33,6,55,36,"2.3,1.2,3.4,1.4,4.3,3.1,4.0,0.2,0.1,2.0","7,6,4,2,10,8,5,3,9,1","0,1,1,1,1,0,1,0,1,0","7,10,6,8,5,2,3,9,1,4","0.2,1.2,3.4,1.4,4.3,2.0,4.0,3.1,0.1,2.3","9,9,9,9,10,5,9,1,9,9,,,,,,,,,,",8,0.2,3,0,9,3.1,1,Images/magnifying glass.GIF,magnifying glass,3,allStim,Grid2
9999999999,abcdefghijk,VSS-CONF-GLBLOC,1,9,2020-04-16T10:15:51-07:00,0.002995968,1,vssStim.csv,vssProcSimLocalOnly.csv,vss-sim-loc,"10 items presented simultaneously in a grid, with values 1-10, without tones (only local item-level confidence ratings)",Images/hammer.png|Images/shoe.png|Images/ball.png|Images/sailboat.jpg|Images/hat.png|Images/gift.GIF|Images/pen.bmp|Images/magnifying glass.GIF|Images/car.jpg|Images/flag.png,hammer|shoe|ball|sailboat|hat|gift|pen|magnifying glass|car|flag,7|6|4|2|10|8|5|3|9|1,allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim|allStim,Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2|Grid2,12::21,vdrGridTestDALocal,user,,"Please place the items in their correct locations. If you do not remember exactly, please provide your best guess.",,off,171505,,,14778,159025,,,,0.998,,,9,9,9,9,10,5,9,1,9,9,undefined,0.25,45,33,6,55,36,"2.3,1.2,3.4,1.4,4.3,3.1,4.0,0.2,0.1,2.0","7,6,4,2,10,8,5,3,9,1","0,1,1,1,1,0,1,0,1,0","7,10,6,8,5,2,3,9,1,4","0.2,1.2,3.4,1.4,4.3,2.0,4.0,3.1,0.1,2.3","9,9,9,9,10,5,9,1,9,9,,,,,,,,,,",3,3.4,4,1,6,3.4,9,Images/ball.png,ball,4,allStim,Grid2
